,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,4.0,3.0,-4.351958274841309,5.275525093078613,9.238054275512695,10.50352954864502,10.004549980163574,8.238133430480957,4.589166164398193,-9.362497329711914,-5.799447059631348,-27.93779182434082
1,1.0,7.0,7.0,-23.08344841003418,-12.679142951965332,-8.835559844970703,-0.6750632524490356,3.104604959487915,6.7465739250183105,8.857070922851562,10.31102466583252,9.863333702087402,7.444794178009033
2,2.0,9.0,9.0,-25.93535614013672,-17.845125198364258,-15.863221168518066,-4.406066417694092,-0.6087451577186584,4.880291938781738,7.691091537475586,12.132279396057129,19.77772331237793,21.295337677001953
3,3.0,5.0,5.0,-16.351280212402344,-5.911428451538086,-1.2675596475601196,4.4692535400390625,6.908015727996826,8.178662300109863,7.99110746383667,2.802142858505249,2.549294948577881,-8.742615699768066
4,4.0,9.0,9.0,-27.09749984741211,-18.72019386291504,-16.695417404174805,-5.357771396636963,-1.0873268842697144,4.852977752685547,8.061516761779785,12.44261360168457,21.74264144897461,23.086992263793945
5,5.0,6.0,6.0,-20.436433792114258,-10.155814170837402,-5.960914611816406,1.2740986347198486,4.799722194671631,7.440374374389648,8.725293159484863,7.419729232788086,7.047494411468506,0.6973562836647034
6,6.0,3.0,4.0,-10.138227462768555,3.3112967014312744,9.875322341918945,10.071269989013672,10.468948364257812,8.354230880737305,3.271359443664551,-9.39088249206543,-0.9215035438537598,-24.06096076965332
7,7.0,4.0,4.0,-8.30868148803711,2.817384958267212,8.022073745727539,9.638972282409668,9.964702606201172,8.743917465209961,5.4126715660095215,-8.028298377990723,-2.6929826736450195,-25.108461380004883
8,8.0,7.0,7.0,-22.34861183166504,-12.739317893981934,-9.306275367736816,-0.5882143974304199,3.235959768295288,6.818032741546631,9.132048606872559,10.272767066955566,9.702301025390625,6.732769966125488
9,9.0,3.0,4.0,-7.317015647888184,4.279304504394531,9.661087036132812,10.418317794799805,10.500118255615234,8.63387393951416,4.643196105957031,-10.093871116638184,-2.7499663829803467,-27.506153106689453
10,10.0,4.0,4.0,-9.753140449523926,0.6923805475234985,5.609048843383789,8.497434616088867,9.209547996520996,8.678515434265137,6.201151371002197,-4.918900966644287,-2.5683529376983643,-21.18086051940918
11,11.0,0.0,1.0,13.436644554138184,14.694851875305176,14.446039199829102,12.023585319519043,9.593270301818848,4.93172550201416,0.2527462840080261,-15.766985893249512,-15.578133583068848,-37.90208053588867
12,12.0,5.0,4.0,-10.474237442016602,-0.6976675391197205,3.9361817836761475,7.72144079208374,8.687397003173828,8.52159309387207,6.5902509689331055,-2.7556140422821045,-2.6742286682128906,-18.386089324951172
13,13.0,2.0,4.0,0.1976667046546936,5.113598823547363,7.103499412536621,9.137483596801758,9.168135643005371,7.377136707305908,3.941904067993164,-6.338659763336182,-10.771153450012207,-24.569169998168945
14,14.0,7.0,7.0,-21.54989242553711,-12.396758079528809,-9.321794509887695,-0.04980991408228874,3.281809091567993,6.636232852935791,8.733296394348145,10.228053092956543,8.873736381530762,6.394552230834961
15,15.0,3.0,2.0,5.200601577758789,11.410505294799805,12.491520881652832,11.956217765808105,10.103497505187988,6.534740447998047,1.9634785652160645,-13.78769302368164,-10.984586715698242,-34.61380386352539
16,16.0,5.0,7.0,-23.374156951904297,-13.415849685668945,-9.847651481628418,-1.2282053232192993,2.731750726699829,6.648486137390137,9.131583213806152,10.905606269836426,10.699267387390137,8.775635719299316
17,17.0,1.0,2.0,12.976000785827637,14.151993751525879,14.335665702819824,11.846475601196289,9.403433799743652,5.045494079589844,0.46993082761764526,-14.890349388122559,-16.202302932739258,-37.08192825317383
18,18.0,1.0,1.0,7.020865440368652,14.359566688537598,14.125412940979004,13.183586120605469,10.0800199508667,5.456404209136963,1.0827162265777588,-16.47866439819336,-10.081833839416504,-38.57578659057617
19,19.0,5.0,6.0,-18.177968978881836,-8.00610637664795,-3.75986909866333,3.0247230529785156,5.897297382354736,7.798497200012207,8.436173439025879,5.4428558349609375,4.252923965454102,-4.21872091293335
20,20.0,3.0,2.0,4.41035270690918,9.64686393737793,11.084500312805176,11.07169246673584,9.906464576721191,6.8633036613464355,2.4231362342834473,-11.645913124084473,-11.767817497253418,-31.68263053894043
21,21.0,1.0,0.0,17.603120803833008,16.578832626342773,16.91179656982422,12.065958976745605,9.132316589355469,3.816340923309326,-0.6560840606689453,-17.17876434326172,-17.75132942199707,-40.5792350769043
22,22.0,3.0,2.0,5.4216413497924805,13.080145835876465,13.606148719787598,12.876571655273438,10.191742897033691,6.03630256652832,1.5822656154632568,-15.607315063476562,-9.735573768615723,-37.24679946899414
23,23.0,4.0,5.0,-16.359546661376953,-4.942601203918457,0.6718608140945435,4.840392589569092,7.494789123535156,8.41443920135498,7.220042705535889,0.2707729637622833,3.6343088150024414,-10.476668357849121
24,24.0,9.0,9.0,-25.257856369018555,-16.541641235351562,-14.139852523803711,-3.498325824737549,0.5083222389221191,5.5238494873046875,8.436198234558105,12.010560989379883,16.929283142089844,17.112489700317383
25,25.0,0.0,0.0,23.833415985107422,20.501815795898438,17.42137908935547,11.41388988494873,7.750589370727539,1.3844420909881592,-1.7032315731048584,-19.136037826538086,-17.492874145507812,-43.79212188720703
26,26.0,4.0,5.0,-13.055644989013672,-1.8244171142578125,3.733806610107422,6.990520477294922,8.728986740112305,8.78376579284668,6.77545690536499,-3.083644390106201,0.6258111000061035,-17.094263076782227
27,27.0,8.0,8.0,-24.009172439575195,-14.337944030761719,-11.025310516357422,-1.9378063678741455,2.1421456336975098,6.430144309997559,9.235252380371094,11.605386734008789,11.992189407348633,10.95112133026123
28,28.0,4.0,4.0,-9.88098430633545,0.14996272325515747,4.881282806396484,8.184418678283691,8.974084854125977,8.592499732971191,6.354238986968994,-3.9444997310638428,-2.8388447761535645,-20.008716583251953
29,29.0,8.0,8.0,-25.04519271850586,-15.934588432312012,-13.120527267456055,-3.165022134780884,1.043745517730713,5.942891597747803,9.061214447021484,12.233750343322754,15.041606903076172,15.028951644897461
30,30.0,6.0,6.0,-19.26587677001953,-9.328693389892578,-5.394634246826172,2.099249839782715,5.188595294952393,7.512125015258789,8.670536994934082,7.085010051727295,5.393312454223633,-1.229324221611023
31,31.0,9.0,9.0,-28.732057571411133,-16.278745651245117,-12.961835861206055,-3.0777533054351807,-0.41624021530151367,4.847392559051514,7.344982147216797,15.517450332641602,14.072120666503906,21.266061782836914
32,32.0,9.0,9.0,-26.515262603759766,-16.278196334838867,-13.21497917175293,-3.4032530784606934,0.4477962255477905,5.597690582275391,8.724960327148438,13.526766777038574,14.863982200622559,17.509397506713867
33,33.0,7.0,7.0,-18.671531677246094,-11.600838661193848,-8.619429588317871,0.979374885559082,3.7875688076019287,6.446802616119385,7.724603652954102,9.943147659301758,5.302517414093018,5.442893028259277
34,34.0,9.0,9.0,-25.244400024414062,-17.45461654663086,-15.428423881530762,-3.975783109664917,-0.330666720867157,4.921375751495361,7.537330150604248,12.042460441589355,18.572368621826172,20.43610382080078
35,35.0,8.0,9.0,-25.208295822143555,-16.29566764831543,-13.676356315612793,-3.400524854660034,0.7611262202262878,5.753431797027588,8.816329002380371,12.163220405578613,16.05751609802246,16.11890983581543
36,36.0,6.0,7.0,-21.918025970458984,-12.165189743041992,-8.57154369354248,-0.16416457295417786,3.603172540664673,6.968942642211914,9.089850425720215,9.739449501037598,8.979541778564453,5.331645965576172
37,37.0,0.0,1.0,17.393495559692383,17.808258056640625,14.988130569458008,12.336677551269531,9.026168823242188,3.388298511505127,-0.5494011044502258,-18.16436195373535,-14.550559043884277,-41.47720718383789
38,38.0,1.0,1.0,14.24531364440918,18.362945556640625,14.824247360229492,13.106233596801758,8.93619441986084,3.146359443664551,-0.6306107640266418,-18.0905704498291,-12.298550605773926,-41.33668518066406
39,39.0,5.0,5.0,-14.753089904785156,-6.0292158126831055,-2.097071647644043,4.644107818603516,6.62697696685791,7.801739692687988,7.77081823348999,4.342136383056641,-0.07754899561405182,-7.679903984069824
40,40.0,8.0,8.0,-22.94020652770996,-13.920214653015137,-11.084810256958008,-1.2950258255004883,2.3134751319885254,6.259365558624268,8.71163272857666,11.085491180419922,11.585814476013184,10.201513290405273
41,41.0,1.0,1.0,9.555903434753418,15.740987777709961,14.48775863647461,13.232820510864258,9.789995193481445,4.745044708251953,0.519966185092926,-17.19535255432129,-10.941239356994629,-39.77181625366211
42,42.0,7.0,7.0,-19.434335708618164,-11.289434432983398,-8.2545166015625,1.0782960653305054,3.8825125694274902,6.6402459144592285,8.151004791259766,9.67457103729248,5.936367988586426,4.351118087768555
43,43.0,7.0,7.0,-22.794692993164062,-13.19874095916748,-9.805309295654297,-0.9769641160964966,2.944404125213623,6.721606731414795,9.181967735290527,10.635787010192871,10.367342948913574,7.869908332824707
44,44.0,5.0,5.0,-16.174030303955078,-5.425432205200195,-0.45051708817481995,4.699748516082764,7.212374210357666,8.327336311340332,7.800211429595947,1.7260278463363647,2.7803211212158203,-9.846413612365723
45,45.0,4.0,4.0,-3.280771493911743,3.2776687145233154,6.486556053161621,8.933051109313965,9.279865264892578,7.938493728637695,4.807950973510742,-5.648088455200195,-8.22276496887207,-23.150943756103516
46,46.0,9.0,9.0,-25.44839859008789,-14.877047538757324,-11.458093643188477,-2.309410333633423,1.4263808727264404,6.0092997550964355,8.772976875305176,12.77895736694336,12.472768783569336,13.853240013122559
